ORF	start	stop	orientation	name	function	class	subclass	EC	LocateP Subcellular Localization Prediction				
lp_2022	1824054	1824473	+	ISP1-N2	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_2023	1824473	1825228	+	ISP1-C1	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_2026	1825339	1826478	-	dnaJ	chaperone protein DnaJ	Cellular processes	Adaptations and atypical conditions (Heat/cold shock)		@Intracellular				
lp_2027	1826583	1828448	-	dnaK	chaperone, heat shock protein DnaK	Cellular processes	Adaptations and atypical conditions (Heat/cold shock)		@Intracellular				
lp_2028	1828495	1829091	-	grpE	heat shock protein GrpE	Cellular processes	Adaptations and atypical conditions (Heat/cold shock)		@Intracellular				
lp_2029	1829115	1830155	-	hrcA	heat-inducible transcription repressor HrcA	Regulatory functions	Other		@Intracellular				
lp_2030	1830548	1831255	-	aldB	alpha-acetolactate decarboxylase	Energy metabolism	Fermentation	4.1.1.5	@Intracellular				
lp_2031	1831259	1832257	-	ribC2	bifunctional protein: riboflavin kinase; FMN adenylyltransferase	Biosynthesis of cofactors, prosthetic groups, and carriers	Riboflavin, FMN, and FAD	2.7.1.26;2.7.7.2	@Intracellular				
lp_2032	1832273	1833193	-	truB	pseudouridylate synthase	Protein synthesis	tRNA and rRNA base modification	4.2.1.70	@Intracellular				
lp_2033	1833681	1834199	-	aroI	shikimate kinase	Amino acid biosynthesis	Aromatic amino-acid family	2.7.1.71	@Intracellular				
lp_2034	1834205	1835299	-	tyrA	prephenate dehydrogenase	Amino acid biosynthesis	Aromatic amino-acid family	1.3.1.12	@Intracellular				
lp_2035	1835305	1836600	-	aroE	3-phosphoshikimate 1-carboxyvinyltransferase	Amino acid biosynthesis	Aromatic amino-acid family	2.5.1.19	@Intracellular				
lp_2036	1836617	1837141	-	lp_2036	aromatic amino acid biosynthesis enzyme (putative)	Amino acid biosynthesis	Aromatic amino-acid family		@Intracellular				
lp_2037	1837153	1838319	-	aroF	chorismate synthase	Amino acid biosynthesis	Aromatic amino-acid family	4.2.3.5	@Intracellular				
lp_2038	1838315	1839766	-	lp_2038	bifunctional protein: transport protein, MFS; chorismate mutase type II	Amino acid biosynthesis	Aromatic amino-acid family	5.4.99.5	@Multi-transmembrane				
lp_2039	1840418	1840768	-	rbfA	ribosome-binding factor A	Protein synthesis	Translation factors		@Intracellular				
lp_2040	1840794	1843367	-	infB	translation initiation factor IF-2	Protein synthesis	Translation factors		@Intracellular				
lp_2041	1843385	1843687	-	lp_2041	ribosomal protein HS6-type (S12/L30/L7a)	Protein synthesis	Ribosomal proteins: synthesis		@Intracellular				
lp_2042	1843680	1843976	-	lp_2042	unknown	Protein synthesis	Other		@Intracellular				
lp_2043	1844024	1845238	-	nusA	transcription termination-antitermination factor NusA	Transcription	Transcription factors		@Intracellular				
lp_2044	1845262	1845735	-	lp_2044	unknown	Protein synthesis	Other		@Intracellular				
lp_2045	1846034	1850344	-	polC	DNA-directed DNA polymerase III, alpha chain PolC-type	DNA metabolism	DNA replication recombination, and repair	2.7.7.7	@Intracellular				
lp_2048	1850841	1852547	-	proS	proline--tRNA ligase	Protein synthesis	tRNA aminoacylation	6.1.1.15	@Intracellular				
lp_2049	1852590	1853864	-	lp_2049	zinc-dependent protease, membrane associated (putative)	Cell envelope	Cell surface proteins: membrane bound		@Multi-transmembrane				
lp_2050	1853905	1854687	-	cdsA	phosphatidate cytidylyltransferase	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	2.7.7.41	@Multi-transmembrane				
lp_2051	1854706	1855482	-	uppS	undecaprenyl pyrophosphate synthetase	Cell envelope	Murein sacculus and peptidoglycan	2.5.1.31	@Intracellular				
lp_2052	1855605	1856165	-	rrf	ribosome recycling factor	Protein synthesis	Translation factors		@Intracellular				
lp_2053	1856170	1856889	-	pyrH	uridylate kinase	Purines, pyrimidines, nucleosides and nucleotides	Pyrimidine ribonucleotide biosynthesis	2.7.4.-	@Intracellular				
lp_2054	1857093	1857968	-	tsf	elongation factor TS	Protein synthesis	Translation factors		@Intracellular				
lp_2055	1858074	1858874	-	rpsB	ribosomal protein S2	Protein synthesis	Ribosomal proteins: synthesis		@Intracellular				
lp_2056	1859099	1859818	+	lp_2056	similar to 5'-nucleotidase	Hypothetical proteins	Conserved: putative function	3.1.3.5 & 3.1.3.6	@Intracellular				
lp_2057	1860113	1861108	-	ldhD	D-lactate dehydrogenase	Energy metabolism	Fermentation	1.1.1.28	@Intracellular				
lp_2058	1861196	1861498	-	lp_2058	endonuclease (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_2059	1861485	1862240	-	lp_2059	methyltransferase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_2060	1862349	1862984	+	plsC	1-acylglycerol-3-phosphate O-acyltransferase	Fatty acid and phospholipid metabolism	Glycerolipid metabolism	2.3.1.51	@Intracellular				
lp_2061	1863047	1863280	-	lp_2061	unknown	Hypothetical proteins	Conserved: other		@N-terminally anchored (No CS)				
lp_2062	1863381	1863617	-	lp_2062	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2063	1863769	1864398	+	lexA	transcription repressor and protease LexA of the SOS regulon	Regulatory functions	Other	3.4.21.88	@Intracellular				
lp_2064	1864494	1864652	-	lp_2064	DNA alkylation repair enzyme, fragment	DNA metabolism	DNA replication recombination, and repair						
lp_2066	1865026	1865652	+	lp_2066	unknown	Hypothetical proteins	Conserved: other		@Multi-transmembrane				
lp_2067	1865708	1866874	-	mvaS	hydroxymethylglutaryl-CoA synthase	Fatty acid and phospholipid metabolism	Sterol, Vitamin K, Vitamin E, carotenoids biosynthesis	2.3.3.10	@Intracellular				
lp_2068	1866913	1867302	-	lp_2068	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2069	1867466	1867855	+	lp_2069	unknown	Hypothetical proteins	Not conserved: other		@Intracellular				
lp_2071	1868305	1869243	+	lp_2071	glycosyltransferase	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens	2.4.1.-	@Multi-transmembrane				
lp_2074	1869949	1870518	-	lp_2074	transposase, fragment	Other categories	Transposon related functions		@Intracellular				
lp_2075	1870673	1871854	-	lp_2075	transcriptional attenuator, cell envelope-related, LytR family	Regulatory functions	LytR-family regulators		@N-terminally anchored (No CS)				
lp_2076	1871838	1872626	-	lp_2076	ABC transporter, ATP-binding protein	Transport and binding proteins	Anions		@Intracellular				
lp_2077	1872648	1874387	-	lp_2077	ABC transporter, permease protein	Transport and binding proteins	Anions		@Multi-transmembrane				
lp_2078	1874869	1876077	-	rodA1	rod-shape determining protein	Cellular processes	Cell division		@Multi-transmembrane				
lp_2081	1876946	1877221	-	lp_2081	unknown	Hypothetical proteins	Not conserved: other		@Multi-transmembrane				
lp_2082	1877327	1878127	-	lp_2082	methyltransferase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_2083	1878197	1878541	+	lp_2083	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2084	1878644	1879852	-	lp_2084	transport protein, MFS (putative)	Transport and binding proteins	Unknown substrate		@Multi-transmembrane				
lp_2085	1879968	1880549	+	lp_2085	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2086	1880698	1881213	-	apt	adenine phosphoribosyltransferase	Purines, pyrimidines, nucleosides and nucleotides	Salvage of nucleosides and nucleotides	2.4.2.7	@Intracellular				
lp_2087	1881235	1883568	-	recJ	single-strand DNA-specific exonuclease RecJ	DNA metabolism	Degradation of DNA	3.1.-.-	@Intracellular				
lp_2088	1883593	1883940	-	lp_2088	unknown	Hypothetical proteins	Conserved: other		@Multi-transmembrane				
lp_2089	1883956	1884744	-	lp_2089	short-chain dehydrogenase/oxidoreductase	Energy metabolism	Aerobic	1.-.-.-	@Secretory(released) (with CS)				
lp_2090	1884757	1885689	-	elaC	ribonuclease Z	Protein synthesis	tRNA and rRNA base modification	3.1.26.11	@Intracellular				
lp_2093	1886122	1886403	+	lp_2093	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2094	1886556	1887848	-	lp_2094	GTP-binding protein	Regulatory functions	GTP-binding proteins		@Intracellular				
lp_2095	1888096	1888848	+	fruR	transcription regulator, DeoR family, fructose operon	Regulatory functions	DeoR-family regulators		@Intracellular				
lp_2096	1888848	1889762	+	fruK	1-phosphofructokinase	Energy metabolism	Sugars	2.7.1.56	@Intracellular				
lp_2097	1889787	1891751	+	fruA	PTS, EIIABC, fructose	Transport and binding proteins	PTS systems		@Multi-transmembrane				
lp_2098	1891894	1893213	+	lp_2098	metallophosphoesterase, lipoprotein precursor	Cell envelope	Cell surface proteins: lipoproteins		@Lipid anchored				
lp_2099	1893327	1894775	-	cps4J	repeat unit transporter (flippase)	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens		@Multi-transmembrane				
lp_2100	1894858	1895823	-	cps4I	glycosyltransferase	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens	2.4.1.-	@Intracellular				
lp_2101	1895811	1897082	-	cps4H	polysaccharide polymerase	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens		@Multi-transmembrane				
lp_2102	1897082	1898113	-	cps4G	glycosyltransferase	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens	2.4.1.-	@Intracellular				
lp_2103	1898126	1899214	-	cps4F	glycosyltransferase	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens	2.4.1.-	@Intracellular				
lp_2104	1899217	1899885	-	cps4E	priming glycosyltransferase	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens		@N-terminally anchored (No CS)				
lp_2105	1899869	1900807	-	cps4D	UDP N-acetyl glucosamine 4-epimerase, NAD dependent	Purines, pyrimidines, nucleosides and nucleotides	Sugar-nucleotide biosynthesis and interconversions	5.3.1.7	@Intracellular				
lp_2106	1900826	1901602	-	cps4C	polysaccharide biosynthesis protein; phosphatase (putative)	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens		@Intracellular				
lp_2107	1901586	1902290	-	cps4B	exopolysaccharide biosynthesis protein	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens		@Intracellular				
lp_2108	1902311	1903066	-	cps4A	polysaccharide biosynthesis protein, chain length regulator (putative)	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens		@Multi-transmembrane				
lp_2109	1903492	1905303	-	uvrC	excinuclease ABC, subunit C	DNA metabolism	Degradation of DNA		@Intracellular				
lp_2110	1905489	1906226	-	glnQ3	glutamine ABC transporter, ATP-binding protein	Transport and binding proteins	Amino acids, peptides and amines		@Intracellular				
lp_2111	1906222	1907742	-	glnPH2	glutamine ABC transporter, substrate binding and permease protein	Transport and binding proteins	Amino acids, peptides and amines		@Multi-transmembrane				
lp_2112	1907900	1908067	+	lp_2112	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2113	1908129	1908533	-	lp_2113	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2114	1908783	1909076	-	lp_2114	NTP pyrophosphohydrolase (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_2115	1909081	1909671	-	lp_2115	GTP-binding protein	Regulatory functions	GTP-binding proteins		@Intracellular				
lp_2116	1909833	1911095	-	clpX	ATP-dependent Clp protease, ATP-binding subunit ClpX	Cellular processes	Adaptations and atypical conditions (Clp system)		@Intracellular				
lp_2118	1911393	1912712	-	tig	trigger factor; peptidylprolyl isomerase	Protein fate	Protein and peptide secretion	5.5.1.8	@Intracellular				
lp_2119	1912919	1914103	-	tuf	elongation factor Tu	Protein synthesis	Translation factors		@Intracellular				
lp_2121	1914321	1915232	-	lp_2121	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2122	1915298	1917019	-	lp_2122	metallo-beta-lactamase superfamily protein (putative)	Hypothetical proteins	Conserved: putative function		@Intracellular				
lp_2123	1917042	1917911	-	dapA1	dihydrodipicolinate synthase	Amino acid biosynthesis	Aspartate family	4.2.1.52	@Intracellular				
lp_2124	1918032	1919231	-	lp_2124	transport protein	Transport and binding proteins	Multidrug resistance		@Multi-transmembrane				
lp_2125	1919371	1919637	-	rpsO	ribosomal protein S15	Protein synthesis	Ribosomal proteins: synthesis		@Intracellular				
lp_2126	1919865	1920116	+	rpsT	ribosomal protein S20	Protein synthesis	Ribosomal proteins: synthesis		@Intracellular				
lp_2128	1920299	1921357	-	holA	DNA-directed DNA polymerase III, delta chain	DNA metabolism	DNA replication recombination, and repair	2.7.7.7	@Intracellular				
lp_2129	1921311	1923599	-	comEC	ComE operon protein 3, DNA transport	Cellular processes	DNA Transformation and competence		@Multi-transmembrane(Lipid modified N-termini)				
lp_2130	1923603	1924088	-	comEB	ComE operon protein 1, dCMP deaminase	Cellular processes	DNA Transformation and competence	3.5.4.12	@Intracellular				
lp_2131	1924143	1924865	-	comEA	ComE operon protein 1, DNA receptor	Cellular processes	DNA Transformation and competence		@N-terminally anchored (No CS)				
lp_2132	1924971	1926014	-	lp_2132	extracellular protease (putative)	Hypothetical proteins	Conserved: putative function		@N-terminally anchored (No CS)				
lp_2133	1926010	1926498	-	kdtB	pantetheine-phosphate adenylyltransferase	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	2.7.7.3	@Intracellular				
lp_2134	1926505	1927065	-	lp_2134	N6-adenine-specific methylase (putative)	Hypothetical proteins	Conserved: putative function	2.1.1.-	@Intracellular				
lp_2135	1927084	1927383	-	lp_2135	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2136	1927547	1930978	-	pycA	pyruvate carboxylase	Energy metabolism	TCA cycle	6.4.1.1	@Intracellular				
lp_2137	1931009	1932172	-	ftsW	cell division protein FtsW	Cellular processes	Cell division		@Multi-transmembrane				
lp_2141	1932638	1934224	-	lp_2141	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_2142	1934329	1935681	-	ica2	glycosyltransferase (putative)	Cell envelope	Surface polysaccharides, lipopolysaccharides and antigens	2.4.1.-	@Multi-transmembrane				
lp_2143	1935681	1936277	-	lp_2143	integral membrane protein	Hypothetical proteins	Conserved: membrane proteins		@Multi-transmembrane				
lp_2145	1937212	1938510	-	lp_2145	extracellular protein, DC-SIGN ligand	Cell envelope	Conserved: other		@C-terminally anchored (with CS)				
lp_2146	1938781	1940616	-	typA	GTP-binding protein TypA	Protein synthesis	Translation factors		@Intracellular				
lp_2147	1940809	1941579	-	suhB	myo-inositol-1(or 4)-monophosphatase	Energy metabolism	Sugars	3.1.3.25	@Intracellular				
lp_2149	1941593	1941883	-	lp_2149	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
lp_2150	1941873	1942802	-	lp_2150	L-lactate dehydrogenase (putative)	Energy metabolism	Fermentation	1.1.1.27					
lp_2151	1943210	1944619	-	pdhD	pyruvate dehydrogenase complex, E3 component; dihydrolipoamide dehydrogenase	Energy metabolism	Glycolysis	1.8.1.4	@Intracellular				
lp_2152	1944630	1945922	-	pdhC	pyruvate dehydrogenase complex, E2 component; dihydrolipoamide S-acetyltransferase	Energy metabolism	Glycolysis	2.3.1.12	@Intracellular				
lp_2153	1945983	1946957	-	pdhB	pyruvate dehydrogenase complex, E1 component, beta subunit	Energy metabolism	Glycolysis	1.2.4.1	@Intracellular				
lp_2154	1946962	1948071	-	pdhA	pyruvate dehydrogenase complex, E1 component, alpha subunit	Energy metabolism	Glycolysis	1.2.4.1	@Intracellular				
lp_2155	1948356	1948913	+	def1	formylmethionine deformylase	Protein fate	Protein modification and repair	3.5.1.31	@Intracellular				
lp_2156	1948949	1949458	-	lp_2156	extracelluar protein (putative)	Cell envelope	Conserved: other		@N-terminally anchored (No CS)				
lp_2157	1949735	1949950	+	lp_2157	unknown	Hypothetical proteins	Conserved: other		@Intracellular				
